book_id,genres_clean,rating_clean
41,mythology,4.23
41,fiction,4.23
41,middle grade,4.23
41,adventure,4.23
41,childrens,4.23
41,urban fantasy,4.23
41,greek mythology,4.23
41,magic,4.23
42,classics,4.04
42,fiction,4.04
42,historical fiction,4.04
42,young adult,4.04
42,romance,4.04
42,historical,4.04
42,literature,4.04
42,childrens,4.04
42,classic literature,4.04
42,novels,4.04
43,classics,4.1
43,fiction,4.1
43,romance,4.1
43,historical fiction,4.1
43,literature,4.1
43,gothic,4.1
43,historical,4.1
43,19th century,4.1
43,school,4.1
43,classic literature,4.1
45,fiction,3.88
45,fantasy,3.88
45,classics,3.88
45,adventure,3.88
45,contemporary,3.88
45,novels,3.88
45,literature,3.88
45,magical realism,3.88
45,india,3.88
45,philosophy,3.88
46,fiction,4.07
46,historical fiction,4.07
46,romance,4.07
46,historical,4.07
46,adult,4.07
46,adult fiction,4.07
46,contemporary,4.07
46,novels,4.07
46,animals,4.07
47,historical fiction,4.36
47,fiction,4.36
47,young adult,4.36
47,historical,4.36
47,classics,4.36
47,war,4.36
47,holocaust,4.36
47,world war ii,4.36
47,books about books,4.36
49,young adult,3.52
49,fantasy,3.52
49,romance,3.52
49,vampires,3.52
49,fiction,3.52
49,paranormal,3.52
49,paranormal romance,3.52
49,supernatural,3.52
49,werewolves,3.52
49,teen,3.52
50,poetry,4.29
50,childrens,4.29
50,classics,4.29
50,fiction,4.29
50,humor,4.29
50,young adult,4.29
50,picture books,4.29
50,juvenile,4.29
50,middle grade,4.29
50,fantasy,4.29
51,fantasy,4.12
51,young adult,4.12
51,paranormal,4.12
51,romance,4.12
51,urban fantasy,4.12
51,fiction,4.12
51,vampires,4.12
51,supernatural,4.12
51,angels,4.12
51,magic,4.12
52,young adult,3.69
52,fantasy,3.69
52,romance,3.69
52,vampires,3.69
52,fiction,3.69
52,paranormal,3.69
52,paranormal romance,3.69
52,supernatural,3.69
52,werewolves,3.69
52,teen,3.69
53,fantasy,3.86
53,young adult,3.86
53,fiction,3.86
53,dragons,3.86
53,adventure,3.86
53,magic,3.86
53,high fantasy,3.86
53,science fiction fantasy,3.86
53,young adult fantasy,3.86
53,childrens,3.86
55,classics,3.97
55,fiction,3.97
55,science fiction,3.97
55,dystopia,3.97
55,literature,3.97
55,novels,3.97
55,school,3.97
55,fantasy,3.97
55,philosophy,3.97
55,science fiction fantasy,3.97
56,young adult,3.7
56,fantasy,3.7
56,romance,3.7
56,vampires,3.7
56,fiction,3.7
56,paranormal,3.7
56,paranormal romance,3.7
56,supernatural,3.7
56,werewolves,3.7
56,urban fantasy,3.7
57,fiction,4.01
57,historical fiction,4.01
57,young adult,4.01
57,classics,4.01
57,adult fiction,4.01
57,historical,4.01
57,contemporary,4.01
57,adult,4.01
57,coming of age,4.01
57,chick lit,4.01
58,classics,3.8
58,fiction,3.8
58,historical fiction,3.8
58,literature,3.8
58,young adult,3.8
58,adventure,3.8
58,school,3.8
58,novels,3.8
58,read for school,3.8
58,american,3.8
59,classics,4.15
59,childrens,4.15
59,fiction,4.15
59,young adult,4.15
59,fantasy,4.15
59,animals,4.15
59,middle grade,4.15
59,juvenile,4.15
59,school,4.15
60,fiction,3.85
60,mystery,3.85
60,young adult,3.85
60,contemporary,3.85
60,novels,3.85
60,classics,3.85
60,psychology,3.85
60,literature,3.85
60,realistic fiction,3.85
60,adult fiction,3.85
61,fiction,3.88
61,mystery,3.88
61,thriller,3.88
61,crime,3.88
61,mystery thriller,3.88
61,suspense,3.88
61,contemporary,3.88
61,adult,3.88
61,adult fiction,3.88
62,fantasy,3.94
62,young adult,3.94
62,fiction,3.94
62,childrens,3.94
62,adventure,3.94
62,science fiction,3.94
62,science fiction fantasy,3.94
62,steampunk,3.94
62,middle grade,3.94
63,classics,3.82
63,fiction,3.82
63,romance,3.82
63,gothic,3.82
63,literature,3.82
63,historical fiction,3.82
63,19th century,3.82
63,novels,3.82
63,classic literature,3.82
63,historical,3.82
64,fiction,4.06
64,contemporary,4.06
64,chick lit,4.06
64,young adult,4.06
64,drama,4.06
64,adult,4.06
64,adult fiction,4.06
64,realistic fiction,4.06
64,family,4.06
64,novels,4.06
65,classics,4.06
65,fiction,4.06
65,science fiction,4.06
65,war,4.06
65,historical fiction,4.06
65,literature,4.06
65,novels,4.06
65,time travel,4.06
65,american,4.06
65,fantasy,4.06
66,classics,4.28
66,historical fiction,4.28
66,fiction,4.28
66,romance,4.28
66,historical,4.28
66,war,4.28
66,literature,4.28
66,civil war,4.28
66,historical romance,4.28
66,novels,4.28
67,fiction,4.34
67,historical fiction,4.34
67,contemporary,4.34
67,novels,4.34
67,historical,4.34
67,war,4.34
67,adult fiction,4.34
67,adult,4.34
67,drama,4.34
67,literature,4.34
68,young adult,4.21
68,fiction,4.21
68,contemporary,4.21
68,coming of age,4.21
68,romance,4.21
68,realistic fiction,4.21
68,lgbt,4.21
68,classics,4.21
68,mental health,4.21
68,teen,4.21
69,young adult,4.07
69,dystopia,4.07
69,fiction,4.07
69,fantasy,4.07
69,science fiction,4.07
69,romance,4.07
69,adventure,4.07
69,teen,4.07
69,post apocalyptic,4.07
69,action,4.07
70,science fiction,4.3
70,fiction,4.3
70,young adult,4.3
70,fantasy,4.3
70,classics,4.3
70,science fiction fantasy,4.3
70,dystopia,4.3
70,war,4.3
70,adventure,4.3
72,horror,4.17
72,fiction,4.17
72,thriller,4.17
72,classics,4.17
72,fantasy,4.17
72,mystery,4.17
72,paranormal,4.17
72,suspense,4.17
72,novels,4.17
72,adult,4.17
73,young adult,3.84
73,science fiction,3.84
73,fantasy,3.84
73,romance,3.84
73,fiction,3.84
73,dystopia,3.84
73,paranormal,3.84
73,aliens,3.84
73,adult,3.84
73,paranormal romance,3.84
74,young adult,4.09
74,fiction,4.09
74,contemporary,4.09
74,romance,4.09
74,realistic fiction,4.09
74,coming of age,4.09
74,teen,4.09
74,mystery,4.09
74,young adult contemporary,4.09
74,high school,4.09
75,fiction,3.75
75,chick lit,3.75
75,romance,3.75
75,humor,3.75
75,contemporary,3.75
75,adult,3.75
75,comedy,3.75
75,adult fiction,3.75
75,british literature,3.75
75,novels,3.75
76,classics,4.06
76,fiction,4.06
76,historical fiction,4.06
76,literature,4.06
76,historical,4.06
76,classic literature,4.06
76,19th century,4.06
76,british literature,4.06
76,novels,4.06
77,young adult,3.93
77,fiction,3.93
77,childrens,3.93
77,middle grade,3.93
77,realistic fiction,3.93
77,classics,3.93
77,mystery,3.93
77,adventure,3.93
77,school,3.93
77,contemporary,3.93
78,chick lit,3.7
78,fiction,3.7
78,contemporary,3.7
78,romance,3.7
78,adult,3.7
78,humor,3.7
78,adult fiction,3.7
78,fashion,3.7
78,novels,3.7
78,realistic fiction,3.7
79,classics,3.73
79,fiction,3.73
79,poetry,3.73
79,mythology,3.73
79,fantasy,3.73
79,school,3.73
79,literature,3.73
79,adventure,3.73
79,read for school,3.73
79,historical fiction,3.73
80,classics,4.28
80,fiction,4.28
80,fantasy,4.28
80,childrens,4.28
80,france,4.28
80,young adult,4.28
80,philosophy,4.28
80,literature,4.28
80,french literature,4.28
80,middle grade,4.28
81,nonfiction,4.24
81,memoir,4.24
81,biography,4.24
81,autobiography,4.24
81,biography memoir,4.24
81,adult,4.24
81,contemporary,4.24
81,school,4.24
82,nonfiction,3.94
82,biography,3.94
82,travel,3.94
82,adventure,3.94
82,classics,3.94
82,memoir,3.94
82,nature,3.94
82,biography memoir,3.94
82,school,3.94
82,survival,3.94
83,classics,3.81
83,fiction,3.81
83,historical fiction,3.81
83,literature,3.81
83,historical,3.81
83,novels,3.81
83,school,3.81
83,classic literature,3.81
83,19th century,3.81
83,british literature,3.81
85,childrens,4.38
85,picture books,4.38
85,classics,4.38
85,fiction,4.38
85,poetry,4.38
85,young adult,4.38
85,fantasy,4.38
85,juvenile,4.38
85,kids,4.38
85,short stories,4.38
86,fiction,4.03
86,mystery,4.03
86,thriller,4.03
86,crime,4.03
86,suspense,4.03
86,legal thriller,4.03
86,mystery thriller,4.03
86,drama,4.03
86,novels,4.03
86,adult fiction,4.03
87,nonfiction,4.3
87,classics,4.3
87,history,4.3
87,memoir,4.3
87,holocaust,4.3
87,biography,4.3
87,school,4.3
87,historical,4.3
87,war,4.3
87,world war ii,4.3
88,young adult,3.88
88,contemporary,3.88
88,fiction,3.88
88,romance,3.88
88,mystery,3.88
88,realistic fiction,3.88
88,teen,3.88
88,coming of age,3.88
88,adventure,3.88
88,young adult contemporary,3.88
89,fantasy,4.25
89,fiction,4.25
89,classics,4.25
89,romance,4.25
89,humor,4.25
89,young adult,4.25
89,adventure,4.25
89,science fiction fantasy,4.25
89,comedy,4.25
89,fairy tales,4.25
90,classics,4.06
90,young adult,4.06
90,fiction,4.06
90,school,4.06
90,realistic fiction,4.06
90,read for school,4.06
90,coming of age,4.06
90,historical fiction,4.06
90,contemporary,4.06
90,teen,4.06
91,young adult,4.02
91,dystopia,4.02
91,science fiction,4.02
91,fiction,4.02
91,fantasy,4.02
91,adventure,4.02
91,post apocalyptic,4.02
91,mystery,4.02
91,teen,4.02
92,nonfiction,3.93
92,economics,3.93
92,business,3.93
92,science,3.93
92,psychology,3.93
92,sociology,3.93
92,politics,3.93
92,finance,3.93
92,social science,3.93
93,classics,4.12
93,fiction,4.12
93,childrens,4.12
93,young adult,4.12
93,historical fiction,4.12
93,middle grade,4.12
93,literature,4.12
93,fantasy,4.12
93,historical,4.12
94,fiction,4.04
94,classics,4.04
94,magical realism,4.04
94,literature,4.04
94,novels,4.04
94,fantasy,4.04
94,historical fiction,4.04
94,spanish literature,4.04
94,literary fiction,4.04
94,latin american,4.04
95,classics,4.06
95,fiction,4.06
95,horror,4.06
95,fantasy,4.06
95,literature,4.06
95,gothic,4.06
95,novels,4.06
95,19th century,4.06
95,lgbt,4.06
95,classic literature,4.06
96,romance,3.88
96,erotica,3.88
96,fiction,3.88
96,bdsm,3.88
96,adult,3.88
96,contemporary,3.88
96,contemporary romance,3.88
96,chick lit,3.88
96,erotic romance,3.88
96,adult fiction,3.88
97,classics,3.98
97,horror,3.98
97,fiction,3.98
97,fantasy,3.98
97,vampires,3.98
97,gothic,3.98
97,paranormal,3.98
97,literature,3.98
97,supernatural,3.98
98,fiction,4.22
98,mystery,4.22
98,thriller,4.22
98,crime,4.22
98,mystery thriller,4.22
98,suspense,4.22
98,contemporary,4.22
98,sweden,4.22
98,adult,4.22
99,romance,3.87
99,erotica,3.87
99,fiction,3.87
99,bdsm,3.87
99,adult,3.87
99,contemporary,3.87
99,contemporary romance,3.87
99,chick lit,3.87
99,erotic romance,3.87
99,adult fiction,3.87
100,fiction,4.02
100,historical fiction,4.02
100,africa,4.02
100,classics,4.02
100,historical,4.02
100,literary fiction,4.02
100,literature,4.02
100,novels,4.02
100,religion,4.02
100,adult fiction,4.02
101,nonfiction,3.97
101,humor,3.97
101,memoir,3.97
101,essays,3.97
101,short stories,3.97
101,comedy,3.97
101,biography,3.97
101,biography memoir,3.97
101,autobiography,3.97
102,childrens,4.22
102,picture books,4.22
102,fiction,4.22
102,classics,4.22
102,fantasy,4.22
102,adventure,4.22
102,young adult,4.22
102,animals,4.22
102,kids,4.22
102,monsters,4.22
103,classics,4.21
103,fiction,4.21
103,historical fiction,4.21
103,adventure,4.21
103,literature,4.21
103,france,4.21
103,historical,4.21
103,classic literature,4.21
103,novels,4.21
103,romance,4.21
104,fiction,3.95
104,science fiction,3.95
104,dystopia,3.95
104,post apocalyptic,3.95
104,classics,3.95
104,horror,3.95
104,literature,3.95
104,novels,3.95
104,apocalyptic,3.95
104,contemporary,3.95
105,young adult,3.63
105,dystopia,3.63
105,fiction,3.63
105,science fiction,3.63
105,fantasy,3.63
105,romance,3.63
105,adventure,3.63
105,teen,3.63
105,post apocalyptic,3.63
106,nonfiction,3.94
106,memoir,3.94
106,humor,3.94
106,biography,3.94
106,comedy,3.94
106,autobiography,3.94
106,biography memoir,3.94
106,feminism,3.94
106,adult,3.94
108,chick lit,3.61
108,fiction,3.61
108,romance,3.61
108,contemporary,3.61
108,humor,3.61
108,adult,3.61
108,adult fiction,3.61
108,contemporary romance,3.61
108,comedy,3.61
108,young adult,3.61
109,classics,4.14
109,fiction,4.14
109,historical fiction,4.14
109,literature,4.14
109,france,4.14
109,historical,4.14
109,novels,4.14
109,french literature,4.14
109,romance,4.14
109,classic literature,4.14
110,fantasy,4.4
110,fiction,4.4
110,epic fantasy,4.4
110,science fiction fantasy,4.4
110,high fantasy,4.4
110,adult,4.4
110,adventure,4.4
110,dragons,4.4
110,epic,4.4
111,fiction,3.64
111,contemporary,3.64
111,adult fiction,3.64
111,adult,3.64
111,historical fiction,3.64
111,drama,3.64
111,chick lit,3.64
111,novels,3.64
111,family,3.64
113,classics,3.98
113,fiction,3.98
113,war,3.98
113,historical fiction,3.98
113,humor,3.98
113,literature,3.98
113,novels,3.98
113,american,3.98
113,historical,3.98
114,nonfiction,4.06
114,memoir,4.06
114,biography,4.06
114,inspirational,4.06
114,classics,4.06
114,philosophy,4.06
114,self help,4.06
114,contemporary,4.06
114,adult,4.06
114,biography memoir,4.06
115,fiction,3.98
115,historical fiction,3.98
115,contemporary,3.98
115,lgbt,3.98
115,literary fiction,3.98
115,novels,3.98
115,classics,3.98
115,literature,3.98
115,queer,3.98
115,adult,3.98
116,classics,3.89
116,fiction,3.89
116,adventure,3.89
116,young adult,3.89
116,historical fiction,3.89
116,literature,3.89
116,childrens,3.89
116,school,3.89
116,novels,3.89
116,american,3.89
118,fiction,3.9
118,historical fiction,3.9
118,classics,3.9
118,china,3.9
118,contemporary,3.9
118,adult fiction,3.9
118,adult,3.9
118,literature,3.9
118,asia,3.9
118,novels,3.9
119,fiction,4.06
119,classics,4.06
119,dystopia,4.06
119,science fiction,4.06
119,feminism,4.06
119,fantasy,4.06
119,adult,4.06
119,literature,4.06
119,novels,4.06
120,young adult,3.75
120,fiction,3.75
120,chick lit,3.75
120,contemporary,3.75
120,romance,3.75
120,teen,3.75
120,realistic fiction,3.75
120,childrens,3.75
120,coming of age,3.75
120,young adult contemporary,3.75
121,classics,3.88
121,fiction,3.88
121,literature,3.88
121,novels,3.88
121,russia,3.88
121,romance,3.88
121,russian literature,3.88
121,literary fiction,3.88
121,20th century,3.88
121,adult,3.88
122,fantasy,3.52
122,fiction,3.52
122,adult,3.52
122,science fiction fantasy,3.52
122,retellings,3.52
122,adult fiction,3.52
122,magic,3.52
122,witches,3.52
122,fairy tales,3.52
122,classics,3.52
123,fiction,3.99
123,thriller,3.99
123,mystery,3.99
123,suspense,3.99
123,crime,3.99
123,mystery thriller,3.99
123,legal thriller,3.99
123,novels,3.99
123,drama,3.99
123,law,3.99
125,classics,4.0
125,plays,4.0
125,fiction,4.0
125,drama,4.0
125,school,4.0
125,literature,4.0
125,theatre,4.0
125,read for school,4.0
125,high school,4.0
125,poetry,4.0
127,nonfiction,3.92
127,business,3.92
127,psychology,3.92
127,sociology,3.92
127,science,3.92
127,self help,3.92
127,economics,3.92
127,leadership,3.92
127,philosophy,3.92
128,biography,4.09
128,nonfiction,4.09
128,business,4.09
128,technology,4.09
128,history,4.09
128,biography memoir,4.09
128,leadership,4.09
128,memoir,4.09
128,autobiography,4.09
129,classics,4.18
129,fiction,4.18
129,literature,4.18
129,psychology,4.18
129,novels,4.18
129,school,4.18
129,mental health,4.18
129,american,4.18
129,mental illness,4.18
129,contemporary,4.18
130,classics,3.73
130,fiction,3.73
130,literature,3.73
130,novels,3.73
130,american,3.73
130,school,3.73
130,adventure,3.73
130,classic literature,3.73
130,literary fiction,3.73
130,20th century,3.73
132,fiction,3.9
132,inspirational,3.9
132,contemporary,3.9
132,fantasy,3.9
132,adult,3.9
132,spirituality,3.9
132,classics,3.9
132,adult fiction,3.9
132,philosophy,3.9
132,novels,3.9
133,classics,4.23
133,fiction,4.23
133,young adult,4.23
133,childrens,4.23
133,historical fiction,4.23
133,middle grade,4.23
133,historical,4.23
133,canada,4.23
133,coming of age,4.23
134,fantasy,4.34
134,young adult,4.34
134,paranormal,4.34
134,romance,4.34
134,urban fantasy,4.34
134,vampires,4.34
134,fiction,4.34
134,angels,4.34
134,supernatural,4.34
134,magic,4.34
135,fantasy,4.54
135,fiction,4.54
135,epic fantasy,4.54
135,science fiction fantasy,4.54
135,high fantasy,4.54
135,adult,4.54
135,adventure,4.54
135,dragons,4.54
135,epic,4.54
136,fiction,3.79
136,chick lit,3.79
136,contemporary,3.79
136,adult fiction,3.79
136,southern,3.79
136,adult,3.79
136,novels,3.79
136,historical fiction,3.79
136,humor,3.79
136,womens,3.79
137,historical fiction,4.2
137,romance,4.2
137,fantasy,4.2
137,fiction,4.2
137,time travel,4.2
137,historical,4.2
137,historical romance,4.2
137,adult,4.2
137,scotland,4.2
138,classics,3.37
138,fiction,3.37
138,historical fiction,3.37
138,school,3.37
138,literature,3.37
138,high school,3.37
138,read for school,3.37
138,historical,3.37
138,classic literature,3.37
138,american,3.37
139,fantasy,3.89
139,young adult,3.89
139,fiction,3.89
139,paranormal,3.89
139,mystery,3.89
139,horror,3.89
139,time travel,3.89
139,historical fiction,3.89
139,supernatural,3.89
139,adventure,3.89
140,fiction,4.2
140,mystery,4.2
140,thriller,4.2
140,crime,4.2
140,mystery thriller,4.2
140,suspense,4.2
140,contemporary,4.2
140,adult,4.2
140,sweden,4.2
141,science fiction,4.39
141,fiction,4.39
141,adventure,4.39
141,space,4.39
141,adult,4.39
141,science fiction fantasy,4.39
141,thriller,4.39
141,humor,4.39
141,survival,4.39
142,historical fiction,4.29
142,fiction,4.29
142,historical,4.29
142,fantasy,4.29
142,classics,4.29
142,medieval,4.29
142,british literature,4.29
142,novels,4.29
142,adult,4.29
143,historical fiction,4.31
143,fiction,4.31
143,historical,4.31
143,war,4.31
143,world war ii,4.31
143,adult,4.31
143,france,4.31
143,adult fiction,4.31
144,nonfiction,4.4
144,history,4.4
144,biography,4.4
144,world war ii,4.4
144,war,4.4
144,historical,4.4
144,military fiction,4.4
144,memoir,4.4
144,biography memoir,4.4
145,fiction,3.67
145,thriller,3.67
145,mystery,3.67
145,suspense,3.67
145,mystery thriller,3.67
145,adventure,3.67
145,crime,3.67
145,novels,3.67
145,science fiction,3.67
145,action,3.67
146,fiction,3.87
146,contemporary,3.87
146,literary fiction,3.87
146,art,3.87
146,adult,3.87
146,novels,3.87
146,adult fiction,3.87
146,mystery,3.87
146,literature,3.87
148,historical fiction,3.85
148,fiction,3.85
148,historical,3.85
148,classics,3.85
148,art,3.85
148,romance,3.85
148,adult fiction,3.85
148,adult,3.85
148,novels,3.85
148,literature,3.85
149,young adult,3.96
149,romance,3.96
149,contemporary,3.96
149,fiction,3.96
149,realistic fiction,3.96
149,teen,3.96
149,music,3.96
149,death,3.96
149,young adult contemporary,3.96
150,historical fiction,4.16
150,fiction,4.16
150,historical,4.16
150,religion,4.16
150,feminism,4.16
150,adult,4.16
150,adult fiction,4.16
150,womens,4.16
150,novels,4.16
151,fantasy,4.23
151,young adult,4.23
151,mythology,4.23
151,fiction,4.23
151,middle grade,4.23
151,adventure,4.23
151,childrens,4.23
151,urban fantasy,4.23
151,greek mythology,4.23
151,magic,4.23
152,romance,4.01
152,fiction,4.01
152,chick lit,4.01
152,contemporary,4.01
152,adult,4.01
152,adult fiction,4.01
152,young adult,4.01
152,love,4.01
152,contemporary romance,4.01
152,drama,4.01
153,fantasy,4.21
153,young adult,4.21
153,paranormal,4.21
153,romance,4.21
153,urban fantasy,4.21
153,vampires,4.21
153,fiction,4.21
153,supernatural,4.21
153,angels,4.21
153,magic,4.21
154,classics,3.88
154,plays,3.88
154,fiction,3.88
154,drama,3.88
154,school,3.88
154,literature,3.88
154,read for school,3.88
154,theatre,3.88
154,high school,3.88
154,poetry,3.88
155,fantasy,4.42
155,fiction,4.42
155,classics,4.42
155,adventure,4.42
155,science fiction fantasy,4.42
155,high fantasy,4.42
155,epic fantasy,4.42
155,novels,4.42
155,literature,4.42
155,magic,4.42
156,chick lit,3.83
156,romance,3.83
156,fiction,3.83
156,contemporary,3.83
156,adult,3.83
156,contemporary romance,3.83
156,adult fiction,3.83
156,womens fiction,3.83
156,novels,3.83
157,childrens,4.29
157,picture books,4.29
157,classics,4.29
157,fiction,4.29
157,poetry,4.29
157,fantasy,4.29
157,humor,4.29
157,kids,4.29
157,food,4.29
157,young adult,4.29
158,childrens,4.1
158,fantasy,4.1
158,fiction,4.1
158,classics,4.1
158,young adult,4.1
158,middle grade,4.1
158,humor,4.1
158,adventure,4.1
158,juvenile,4.1
158,novels,4.1
159,fantasy,4.39
159,young adult,4.39
159,mythology,4.39
159,fiction,4.39
159,middle grade,4.39
159,adventure,4.39
159,childrens,4.39
159,greek mythology,4.39
159,urban fantasy,4.39
159,magic,4.39
160,classics,3.75
160,fiction,3.75
160,literature,3.75
160,historical fiction,3.75
160,school,3.75
160,novels,3.75
160,19th century,3.75
160,classic literature,3.75
160,british literature,3.75
160,victorian,3.75
162,classics,3.96
162,fiction,3.96
162,philosophy,3.96
162,france,3.96
162,literature,3.96
162,novels,3.96
162,french literature,3.96
162,school,3.96
162,20th century,3.96
162,literary fiction,3.96
163,fantasy,4.35
163,young adult,4.35
163,mythology,4.35
163,fiction,4.35
163,middle grade,4.35
