gb_book_id,goodreads_id_clean,publication_year,publication_decade,publication_date_final,has_award_final,is_major_publisher_final,external_rating,external_likedpct,external_bbe_ratings_1,external_bbe_ratings_2,external_bbe_ratings_3,external_bbe_ratings_4,external_bbe_ratings_5,external_bbe_ratings_1_share,external_bbe_ratings_2_share,external_bbe_ratings_3_share,external_bbe_ratings_4_share,external_bbe_ratings_5_share,genre_count,has_genres,is_top_genre,is_top_author,in_series,author_book_count_log,pages_log,description_length_log,description_word_count_log,publisher_book_count_log,external_score_log,external_votes_log,external_price_log,external_numratings_log,popularity_score,external_popularity_score,metadata_score
11,77203,2003.0,2000.0,2003-01-01,1.0,1.0,4.3,95.0,40115.0,70243.0,268359.0,781294.0,1264965.0,0.0165424317601493,0.0289664722454985,0.1106646003919214,0.3221862814312389,0.5216402141711918,10,1,1,0,0,1.3862943611198906,5.918893854273146,6.499787040655854,4.6913478822291435,7.862112211662748,12.98834958272836,8.471149252914831,,14.701332597772659,8.721090937273635,13.346031144767977,1.0
12,13335037,2011.0,2010.0,2011-01-01,1.0,1.0,4.19,94.0,56909.0,123286.0,434381.0,882493.0,1409189.0,0.0195815374959828,0.0424208724758779,0.1494640186796905,0.3036526695152323,0.4848809018332164,10,1,1,0,1,2.5649493574615367,6.1903154058531475,7.2078598714324755,5.365976015021851,7.007600613951853,13.583918921860036,9.028818495352793,0.6312717768418579,14.882377245087202,9.274346712666448,13.515098158377173,1.0
13,5470,1949.0,1940.0,1949-01-01,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0.6931471805599453,5.796057750765372,6.238324625039508,4.51085950651685,1.3862943611198906,,,,,8.110190967618344,,0.8571428571428571
14,7613,1945.0,1940.0,1945-01-01,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0,1.6094379124341003,4.859812404361672,6.882437470997847,5.0369526024136295,3.044522437723423,,,,,6.790279891162185,,0.8571428571428571
15,48855,1947.0,1940.0,1947-01-01,1.0,1.0,4.15,94.0,63943.0,112847.0,438340.0,859538.0,1266466.0,0.0233272069150942,0.0411679983539659,0.1599119196653647,0.313570223126633,0.462022651938942,10,1,1,0,0,0.6931471805599453,5.648974238161206,6.927557906278317,5.117993812416755,7.862112211662748,10.77908128207818,6.431331081933479,,14.823882626169853,7.2643694388789175,10.079599236545931,1.0
16,2429135,2005.0,2000.0,2005-01-01,1.0,1.0,4.14,93.0,78377.0,109806.0,365843.0,872820.0,1181014.0,0.0300541440107981,0.0421057878873865,0.1402847545497074,0.3346882117905102,0.4528671017615976,9,1,1,0,1,1.6094379124341003,6.144185634125646,6.543911845564792,4.624972813284271,7.862112211662748,12.732190741114458,8.238008249218403,,14.774040903062303,8.197164852913724,11.969576084143707,1.0
17,6148028,2009.0,2000.0,2009-01-01,1.0,1.0,4.29,97.0,16397.0,62368.0,332103.0,860651.0,1242565.0,0.0065220573377818,0.0248074447790925,0.1320970182380541,0.3423318393498387,0.4942416402952327,10,1,1,0,1,2.302585092994046,5.971261839790462,6.870053411798126,5.135798437050262,5.056245805348308,11.034970305936874,6.634633357861686,1.5390154481375546,14.737419478221065,9.279589833621436,11.587190071347623,1.0
18,5,1999.0,1990.0,1999-01-01,1.0,1.0,4.57,99.0,12423.0,27227.0,205266.0,668920.0,1892635.0,0.0044265556280467,0.0097015076941824,0.0731402533644566,0.2383491580707586,0.6743825252425555,9,1,1,0,1,0.6931471805599453,6.077642243349034,7.098375638590786,5.308267697401205,5.056245805348308,12.420122978565265,7.9269635448629785,1.937301774518713,14.847438736475143,9.407396568598138,14.955550310167332,1.0
19,34,1954.0,1950.0,1954-01-01,0.0,0.0,,,,,,,,,,,,,0,0,0,0,1,1.9459101490553132,5.988961416889864,5.342334251964811,3.6635616461296463,2.1972245773362196,,,,,7.841646387268805,,0.8571428571428571
20,7260188,2010.0,2010.0,2010-01-01,1.0,1.0,4.04,93.0,38461.0,134210.0,459150.0,772989.0,943558.0,0.0163777568081322,0.0571503273762885,0.195518760262446,0.329160080532523,0.40179307502061,10,1,1,0,1,2.302585092994046,5.968707559985366,6.282266746896006,4.574710978503383,5.056245805348308,10.485312034451807,6.137727054086234,1.4883995840570443,14.66923160260812,8.217822872623099,8.861016447749714,1.0
21,2,2003.0,2000.0,2003-01-01,1.0,1.0,4.5,98.0,14526.0,39573.0,222366.0,637516.0,1593642.0,0.0057927367869891,0.0157810803298581,0.0886760091130126,0.254231198230356,0.6355189755397841,9,1,1,0,1,2.1972245773362196,6.769641976852503,6.670766320845874,4.919980925828125,5.056245805348308,14.783343473250536,10.200773361130604,2.1258479144939915,14.7348462492406,8.859326917988955,17.05365570056317,1.0
22,12232938,2002.0,2000.0,2002-01-01,1.0,1.0,3.82,89.0,71461.0,149445.0,472058.0,706917.0,614520.0,0.0354750618173839,0.0741883070947641,0.234341623142562,0.3509316168925651,0.3050633910527248,10,1,1,0,0,1.3862943611198906,5.921578419643816,6.311734809152915,4.605170185988092,6.322565239927284,13.142536524284942,8.614864218589684,1.0681530811834012,14.515832935123196,6.230228810969769,9.83987591882862,1.0
23,15881,1998.0,1990.0,1998-01-01,1.0,1.0,4.43,98.0,13972.0,52312.0,302543.0,748165.0,1608855.0,0.0051257462359406,0.0191910991335904,0.1109904554437574,0.2744706507738695,0.590222048412842,9,1,1,0,1,2.1972245773362196,5.834810737062605,6.684611727667927,4.941642422609304,5.056245805348308,11.780407381121645,7.357556200910353,1.6428726885203377,14.81829013032964,8.692113648009041,13.376603084165653,1.0
24,6,2000.0,2000.0,2000-01-01,1.0,1.0,4.56,99.0,11204.0,26301.0,187274.0,640440.0,1729403.0,0.0043181627227395,0.0101367366807188,0.0721777584557596,0.2468336428196477,0.6665336993211343,9,1,1,0,1,2.1972245773362196,6.5998704992128365,6.4967749901858625,4.770684624465665,5.056245805348308,12.094772301746973,7.6255950721324535,,14.768951784644624,9.22164139676839,14.459223266209703,1.0
25,136251,2007.0,2000.0,2007-01-01,1.0,1.0,4.62,98.0,23745.0,35042.0,161906.0,552014.0,2038930.0,0.0084452580471803,0.0124632020420843,0.0575842471841137,0.1963318877934811,0.7251754049331404,9,1,1,0,1,2.1972245773362196,6.633318433280377,6.2324480165505225,4.5217885770490405,5.056245805348308,12.769532464274556,8.252185436003328,1.3480731482996928,14.849277789628605,9.966893814598249,15.318451710178607,1.0
26,968,2003.0,2000.0,2003-01-01,1.0,1.0,3.86,89.0,79100.0,142103.0,399278.0,667657.0,645308.0,0.0409114089558229,0.0734972686074501,0.2065110688377125,0.3453197037827795,0.3337605498162348,10,1,1,0,1,2.0794415416798357,6.194405391104672,6.771935555839602,4.948759890378168,7.862112211662748,13.683844852434165,9.13043098874788,,14.474814978223739,6.347008870169204,10.591393632655233,1.0
27,1,2005.0,2000.0,2005-01-01,1.0,1.0,4.57,98.0,11642.0,27277.0,167461.0,584575.0,1646703.0,0.0047758955522062,0.0111898387714765,0.0686974957110472,0.239810096412212,0.6755266735530578,9,1,1,0,1,2.1972245773362196,6.481577129276431,6.761572768804055,4.983606621708336,5.056245805348308,12.000302302273308,7.5443321080536885,,14.706548710495936,9.107036930473997,14.083182924530252,1.0
28,7624,1954.0,1950.0,1954-01-01,0.0,1.0,3.69,86.0,120835.0,205804.0,555614.0,763438.0,617568.0,0.0533898241429725,0.0909325888022537,0.2454928932128404,0.3373180002818944,0.2728666935600388,10,1,1,0,0,0.6931471805599453,5.209486152841421,6.588926477533519,4.897839799950911,7.862112211662748,13.558759808199946,9.015662792972645,1.0612565021243408,14.632316809752757,5.456559478872851,9.162503763537336,1.0
29,18135,1995.0,1990.0,1995-10-28,0.0,1.0,3.75,87.0,72623.0,184612.0,545898.0,635380.0,616589.0,0.0353379053691738,0.0898310643461979,0.2656306110353646,0.3091720021682622,0.3000284170810013,10,1,1,0,0,0.6931471805599453,5.71042701737487,6.26530121273771,4.543294782270004,6.3818160174060985,13.556461292809981,9.021960500598263,2.052840859882657,14.535836526310925,5.298840488654887,9.561662351068684,1.0
30,8442457,2012.0,2010.0,2012-01-01,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0,1.6094379124341003,5.991464547107982,6.373319789577012,4.672828834461906,0.6931471805599453,,,,,8.266367319459325,,0.8571428571428571
31,4667024,2009.0,2000.0,2009-01-01,1.0,1.0,4.47,98.0,16010.0,34643.0,176679.0,636115.0,1300564.0,0.0073982988071687,0.0160086986618829,0.0816442245441451,0.2939518329620321,0.6009969450247711,8,1,1,0,0,0.6931471805599453,6.113682179832232,7.478734825567875,5.720311776607412,7.862112211662748,13.484554877130225,8.94819608331224,,14.58747446421964,9.531917259710955,15.25696490846385,1.0
32,890,1937.0,1930.0,1937-01-01,1.0,1.0,3.88,90.0,55719.0,132901.0,437709.0,681382.0,634457.0,0.0286890732418616,0.0684291987098953,0.2253713375979832,0.3508357670397206,0.3266746234105391,10,1,1,0,0,2.302585092994046,4.6443908991413725,6.6240652277998935,4.859812404361672,7.862112211662748,13.411932667939285,8.88447171813916,1.9095425048844386,14.479315947733987,6.068063032896074,10.620200467805645,1.0
33,930,1997.0,1990.0,1997-01-01,0.0,1.0,,,,,,,,,,,,,0,0,0,0,0,0.6931471805599453,6.63200177739563,5.484796933490655,3.828641396489095,7.862112211662748,,,,,6.975346094641846,,0.8571428571428571
34,10818853,2011.0,2010.0,2011-01-01,1.0,1.0,3.66,78.0,228885.0,204517.0,344055.0,395613.0,773382.0,0.117590878172182,0.1050716894123256,0.1767600742273634,0.2032482691584483,0.3973290890296806,10,1,1,0,1,1.9459101490553132,5.877735781779639,6.85751406254539,5.043425116919247,7.862112211662748,11.23606463115003,6.75343791859778,,14.481519299838228,6.297387775334317,4.168874358515728,1.0
35,865,1988.0,1980.0,1988-01-01,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0,1.6094379124341003,,0.0,0.0,0.0,,,,,6.60579282937729,,0.42857142857142855
36,3636,1993.0,1990.0,1993-01-01,1.0,0.0,4.13,94.0,35098.0,77858.0,293684.0,591426.0,786988.0,0.0196621502766863,0.0436166076768545,0.1645238743477788,0.3313210692785764,0.4408762984201038,10,1,1,0,1,1.9459101490553132,5.342334251964811,5.236441962829949,3.4657359027997265,2.0794415416798357,12.943839400666688,8.426611813185,2.0980179272527715,14.394959785046117,7.719010970990203,12.014346516456184,1.0
37,100915,1950.0,1950.0,1950-01-01,1.0,1.0,4.22,95.0,27883.0,71663.0,333179.0,672098.0,1023149.0,0.0131030859428601,0.0336766649185233,0.1565711390939354,0.3158396821010802,0.4808094279436007,10,1,1,1,1,2.995732273553991,5.332718793265369,6.4457198193855785,4.727387818712341,7.007600613951853,11.68188312130605,7.29776828253138,,14.570680441393254,7.082189184631004,11.40436830274154,1.0
38,14050,2003.0,2000.0,2003-01-01,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0,1.0986122886681098,6.251903883165888,0.0,0.0,0.6931471805599453,,,,,6.827117186401304,,0.7142857142857143
39,13496,1996.0,1990.0,1996-01-01,1.0,1.0,4.45,96.0,32365.0,41880.0,156705.0,540493.0,1231600.0,0.0161579157312149,0.0209081881916663,0.0782334677787746,0.2698359446102755,0.6148644836880686,9,1,1,0,1,2.833213344056216,6.728628613084702,7.43543801981455,5.683579767338681,7.862112211662748,13.239687641174315,8.700847193443972,1.6114359150967734,14.51017858145611,8.964060154827923,14.303364836191097,1.0
40,19501,2006.0,2000.0,2006-01-01,1.0,1.0,3.57,81.0,112573.0,170758.0,368837.0,410861.0,411702.0,0.0763345993269281,0.1157892524128129,0.2501045953465411,0.2786006397098861,0.2791709132038317,10,1,1,0,0,1.6094379124341003,5.910796644040527,7.536363938404511,5.7745515455444085,7.862112211662748,11.483826157144954,7.024649030453636,1.3506671834767394,14.203986836332282,5.116119287861132,4.555434287033801,1.0
41,28187,2005.0,2000.0,2005-01-01,1.0,0.0,4.26,95.0,27092.0,64014.0,289310.0,604999.0,1006885.0,0.0135983536615971,0.0321307032073482,0.1452140741856146,0.3036686242031822,0.5053882447422577,10,1,1,1,1,3.1354942159291497,5.929589143389895,6.778784897685177,5.123963979403259,0.6931471805599453,13.299895148132347,8.759511722116487,1.0260415958332743,14.504800810129229,8.06675643886086,13.328719664745291,1.0
42,1934,1868.0,1860.0,1868-01-01,0.0,1.0,4.09,93.0,38000.0,82023.0,299023.0,541255.0,721282.0,0.02259775461574,0.0487772533380748,0.1778223257490115,0.3218723072247995,0.4289303590723741,10,1,1,0,1,2.0794415416798357,6.1092475827643655,6.970730078143525,5.159055299214529,7.862112211662748,12.779346169107086,8.309922989258318,1.873339456220478,14.3352467643117,6.3868015762303,11.371320355331733,1.0
43,10210,1847.0,1840.0,1847-01-01,0.0,1.0,4.13,93.0,43192.0,76970.0,256972.0,501478.0,746070.0,0.026584894767099,0.0473754248523711,0.1581675675609134,0.3086622489816468,0.4592098638379695,10,1,1,0,0,0.6931471805599453,6.278521424165844,6.144185634125646,4.430816798843313,7.862112211662748,13.625269726325772,9.075779878580487,1.8656293177945105,14.30082327779292,7.118241269140188,12.45799116341475,1.0
44,15931,1996.0,1990.0,1996-01-01,0.0,1.0,,,,,,,,,,,,,0,0,0,1,1,2.995732273553991,5.60947179518496,0.0,0.0,7.862112211662748,,,,,6.2582651497667685,,0.7142857142857143
45,4214,2001.0,2000.0,2001-01-01,1.0,0.0,3.91,90.0,46621.0,87693.0,264628.0,475177.0,464957.0,0.0348157983564786,0.0654876944997894,0.1976198513004489,0.3548543921330828,0.3472222637102001,10,1,1,0,0,1.0986122886681098,6.133398042996649,5.817111159963204,4.07753744390572,0.6931471805599453,13.103123471750623,8.576970395452099,1.3506671834767394,14.10749112862112,6.330274513213801,9.98726078366128,1.0
46,43641,2006.0,2000.0,2006-01-01,1.0,0.0,4.09,94.0,20467.0,59367.0,242028.0,512513.0,545209.0,0.0148356316106884,0.0430325373445908,0.1754354935980701,0.3714982197532009,0.3951981176934496,9,1,1,0,0,1.3862943611198906,5.817111159963204,6.947937068614969,5.181783550292085,1.9459101490553132,13.0696585609723,8.53915035876828,1.4951487660319727,14.137293287268985,7.336522759945464,11.717916559161905,1.0
47,19063,2005.0,2000.0,2005-01-01,1.0,1.0,4.37,96.0,26211.0,48864.0,186297.0,524674.0,1048230.0,0.0142895616581147,0.0266393934173483,0.1015643229263208,0.2860387422612518,0.5714679797369644,9,1,1,0,0,1.0986122886681098,6.315358001522335,6.862757913051401,5.099866427824199,7.862112211662748,14.132370292071588,9.558811758564227,1.5686159179138452,14.422160956380674,9.091896267357773,14.917938555018862,1.0
49,49041,2006.0,2000.0,2006-01-01,1.0,1.0,3.54,79.0,121711.0,192789.0,360042.0,353564.0,438130.0,0.0830091472314143,0.1314856544239808,0.2455552857793697,0.2411371702781816,0.2988127422870534,10,1,1,0,1,2.4849066497880004,6.335054251498059,7.340186835320115,5.638354669333745,6.322565239927284,8.423541635334782,4.0943445622221,,14.19820981275536,5.0442053029047,0.36820474469997944,1.0
50,30119,1974.0,1970.0,1974-01-01,1.0,1.0,4.3,95.0,20374.0,35091.0,153086.0,326556.0,643979.0,0.0172794859747295,0.0297611879031724,0.1298344650008566,0.276956897122008,0.5461679639992333,10,1,1,0,0,2.0794415416798357,5.176149732573829,7.323170717943469,5.552959584921617,7.007600613951853,8.143807976771484,3.912023005428146,3.5658640032173894,13.980250968145661,6.574076963110077,7.001717523473276,1.0
51,256683,2007.0,2000.0,2007-01-01,1.0,0.0,4.1,92.0,46775.0,87611.0,271968.0,465337.0,745774.0,0.0289187092147279,0.0541656233674298,0.1681445966373306,0.2876952515201256,0.4610758192603859,10,1,1,0,1,2.6390573296152584,6.186208623900494,6.872128101338986,5.135798437050262,3.4965075614664802,13.489533850083502,8.936166649549195,1.986503546020567,14.296371285043532,7.591119917142761,11.916333931829286,1.0
52,428263,2007.0,2000.0,2007-01-01,1.0,1.0,3.7,82.0,99215.0,150339.0,319303.0,371753.0,483921.0,0.0696474839789376,0.105535786865993,0.2241460522796625,0.26096518784077,0.3397054890346366,10,1,1,0,1,2.4849066497880004,6.4457198193855785,6.923628628138427,5.198497031265826,6.322565239927284,8.572060092857077,4.2626798770413155,1.413423028508143,14.169353896690252,5.504032819935835,1.937723947717279,1.0
53,113436,2002.0,2000.0,2002-01-01,1.0,1.0,3.9,88.0,59605.0,105894.0,294942.0,430537.0,546146.0,0.0414751962948221,0.0736846646496753,0.2052307246973817,0.2995823603252051,0.3800270540329157,10,1,1,0,1,1.9459101490553132,6.222576268071369,6.720220155135295,5.030437921392435,7.862112211662748,11.884509710843856,7.4127640174265625,1.3506671834767394,14.17815514805604,5.563859753164553,8.10800611336197,1.0
54,11,1979.0,1970.0,1979-01-01,0.0,0.0,,,,,,,,,,,,,0,0,0,0,1,2.3978952727983707,5.736572297479192,7.113142108707088,5.351858133476067,1.0986122886681098,,,,,6.878741736614984,,0.8571428571428571
55,5129,1932.0,1930.0,1932-01-01,0.0,1.0,3.99,92.0,34809.0,78322.0,283812.0,517142.0,527202.0,0.0241513314142152,0.0543417098745773,0.1969156732836693,0.3588057062888932,0.3657855791386448,10,1,1,0,0,1.6094379124341003,5.666426688112432,6.210600077024653,4.2626798770413155,7.007600613951853,13.363272973784333,8.829958044235482,1.5644405465033644,14.181047716219563,6.034618643474493,11.199033344601695,1.0
56,1162543,2008.0,2000.0,2008-01-01,1.0,1.0,3.7,81.0,117129.0,137646.0,260752.0,320458.0,487990.0,0.0884676825468758,0.1039641987197643,0.1969463169621783,0.242042334636228,0.3685794671349534,10,1,1,0,1,2.4849066497880004,6.6293632534374485,7.3727463664043285,5.6240175061873385,6.322565239927284,8.564267598802166,4.248495242049359,1.6074359097634274,14.096149888426579,5.679958871145108,1.5994248852914335,1.0
57,37435,2001.0,2000.0,2001-01-01,1.0,1.0,4.06,94.0,19003.0,49676.0,208952.0,410900.0,428034.0,0.0170191614460421,0.0444900207332309,0.1871382319882855,0.3680036540640267,0.3833489317684147,10,1,1,0,0,1.3862943611198906,5.713732805509369,6.517671272912275,4.787491742782046,7.862112211662748,12.095894990508704,7.62657020629066,1.5040773967762742,13.92576846181572,6.278009889380508,10.250039876759622,1.0
58,2956,1884.0,1880.0,1884-01-01,0.0,1.0,3.82,90.0,32165.0,85514.0,288029.0,397153.0,348906.0,0.0279266553044148,0.0742459195305995,0.2500757531688267,0.3448206104186003,0.3029310615775586,10,1,1,0,1,0.6931471805599453,5.793013608384144,5.54907608489522,3.784189633918261,7.862112211662748,13.1554924974982,8.646816959209742,2.0781907597781832,13.95680871106762,4.86945597794831,9.527074696213962,1.0
59,24178,1952.0,1950.0,1952-01-01,1.0,1.0,4.17,94.0,26933.0,52346.0,234523.0,435898.0,667602.0,0.0190030071219824,0.0369335540343554,0.1654714379856939,0.3075547766107717,0.4710372242471964,9,1,1,0,0,0.6931471805599453,5.220355825078324,6.763884908562435,4.997212273764115,7.007600613951853,13.431527548403531,8.903679332926599,1.9671123567059163,14.164266327853525,6.380563374969448,12.512032092029829,1.0
60,1618,2003.0,2000.0,2003-01-01,1.0,1.0,3.88,92.0,27054.0,71879.0,273369.0,459260.0,360059.0,0.0227035273799303,0.0603203535352263,0.2294093507919044,0.3854077764658394,0.3021589918270994,10,1,1,0,0,1.3862943611198906,5.424950017481403,6.733401891837359,4.927253685157205,7.862112211662748,11.836934645057005,7.373374309910049,1.3711807233098425,13.990825962222166,5.877789339774566,8.76795533529024,1.0
61,22557272,2015.0,2010.0,2015-01-01,1.0,1.0,3.93,92.0,51483.0,123620.0,444058.0,802603.0,689572.0,0.0243840866636101,0.0585506049250332,0.2103208584517102,0.3801398735208418,0.3266045764388046,9,1,1,0,0,0.6931471805599453,5.786897381366708,6.467698726104354,4.812184355372417,7.862112211662748,9.183277452426493,4.820281565605037,1.324418957401803,14.562831954070404,7.1408213384405315,6.483304163093823,1.0
62,119322,1995.0,1990.0,1995-01-01,1.0,1.0,3.99,91.0,44980.0,76112.0,243241.0,406740.0,513058.0,0.0350275789619594,0.0592712114262485,0.1894207055199196,0.3167433852153713,0.3995371188765009,9,1,1,0,1,1.791759469228055,5.991464547107982,6.2285110035911835,4.553876891600541,7.862112211662748,12.458165104400106,7.9665866976384025,0.959350221334602,14.06559356168642,5.57125415286627,9.778707950064717,1.0
63,6185,1847.0,1840.0,1847-01-01,0.0,0.0,3.86,88.0,59252.0,107437.0,279702.0,413051.0,483222.0,0.0441301770212056,0.0800177855368133,0.208318685836516,0.307635417349389,0.3598979342560759,10,1,1,0,0,0.6931471805599453,6.142037405587356,7.195937226475569,5.332718793265369,1.3862943611198906,13.796840349240085,9.237566358229774,1.3164082336557241,14.110167002840885,5.586494879603075,10.09054464592705,1.0
64,10917,2004.0,2000.0,2004-01-01,1.0,0.0,4.08,94.0,19990.0,48599.0,188107.0,372358.0,427622.0,0.0189178139751447,0.0459923382380218,0.1780176705063804,0.3523861618887909,0.4046860153916621,10,1,1,1,0,3.1780538303479458,6.049733455231958,6.769641976852503,5.0238805208462765,3.258096538021482,12.738895545411438,8.230044310126114,1.324418957401803,13.870639636317348,6.542907870005525,11.015693586848405,1.0
65,4981,1969.0,1960.0,1969-01-01,1.0,0.0,4.08,92.0,30251.0,55979.0,187946.0,379252.0,475782.0,0.0267895254204266,0.0495735956996484,0.1664402546913329,0.335856040948982,0.42134058323961,10,1,1,1,0,2.995732273553991,5.62040086571715,5.834810737062605,4.07753744390572,2.9444389791664403,13.014265786036617,8.488587934405903,2.2512917986064953,13.937029716723872,6.163376362367211,10.906739676293075,1.0
66,18405,1936.0,1930.0,1936-01-01,1.0,0.0,4.3,94.0,24422.0,39008.0,133535.0,275517.0,602138.0,0.0227261729727717,0.0362993430235804,0.1242625300106084,0.2563855130185554,0.560326440974484,10,1,1,0,0,0.6931471805599453,6.945051063725834,5.365976015021851,3.6375861597263857,3.4965075614664802,13.89960627186967,9.324739912284679,1.884034745337226,13.887478599241133,6.866178706091581,13.289890682225916,1.0
67,128029,2007.0,2000.0,2007-01-01,1.0,1.0,4.38,97.0,8692.0,21990.0,119523.0,376677.0,624406.0,0.0075498050878668,0.0191003467420836,0.1038167686973198,0.3271787771608841,0.5423543023118456,10,1,1,0,0,1.3862943611198906,5.921578419643816,6.792344427470809,4.941642422609304,7.862112211662748,13.272029157946205,8.726643415598444,0.7701082216960736,13.956392742199366,7.9248327448340286,13.711318233802608,1.0
68,22628,1999.0,1990.0,1999-01-01,0.0,1.0,4.2,94.0,19677.0,50631.0,188162.0,392068.0,599617.0,0.0157396482836128,0.0404997780275245,0.1505109366438561,0.3136155116765521,0.4796341253684543,10,1,1,0,0,0.6931471805599453,5.365976015021851,6.9985096422506015,5.272999558563747,6.3818160174060985,13.538988645283537,8.984693690443855,,14.038778901491611,7.582946811722403,12.616187336613981,1.0
