book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,goodreads_id_clean
2679,227593,227593,2060095,38,385721420,9780385721420.0,Julia Glass,2002.0,Three Junes,Three Junes,eng,3.56,35677,37045,2273,1049,3687,12450,13101,6758,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,227593.0
4626,14781501,14781501,20434567,44,316224138,9780316224130.0,"James Patterson, Marshall Karp",2012.0,NYPD Red,"NYPD Red (NYPD Red, #1)",,3.9,19252,24953,1906,437,1262,6138,9555,7561,https://images.gr-assets.com/books/1379898888m/14781501.jpg,https://images.gr-assets.com/books/1379898888s/14781501.jpg,14781501.0
4950,11178225,11178225,16102692,45,039925692X,9780399256930.0,Ruta Sepetys,2013.0,Out of the Easy,Out of the Easy,eng,4.05,25913,28925,4388,464,985,5290,11982,10204,https://images.gr-assets.com/books/1339784547m/11178225.jpg,https://images.gr-assets.com/books/1339784547s/11178225.jpg,11178225.0
8329,7062,7062,2297476,22,375758232,9780375758230.0,Adam Gopnik,2000.0,Paris to the Moon,Paris to the Moon,eng,3.75,11065,11607,959,329,900,3067,4305,3006,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,7062.0
3338,6751,6751,2207382,26,316156116,9780316156110.0,David Foster Wallace,2005.0,Consider the Lobster,Consider the Lobster and Other Essays,eng,4.25,26551,29562,2283,248,717,3541,11853,13203,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,6751.0
5590,181601,181601,573440,8,60283262,9780060283260.0,"Laura Joffe Numeroff, Felicia Bond",2000.0,If You Give a Pig a Party (If You Give...),If You Give a Pig a Party,,4.22,18297,18394,279,200,669,3376,4740,9409,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,181601.0
252,11235712,11235712,15545385,92,312641893,9780312641890.0,Marissa Meyer,2012.0,Cinder,"Cinder (The Lunar Chronicles, #1)",eng,4.15,427663,454146,41109,12154,18256,66180,150914,206642,https://images.gr-assets.com/books/1470056948m/11235712.jpg,https://images.gr-assets.com/books/1470056948s/11235712.jpg,11235712.0
3974,28547,28547,2971170,45,689860072,9780689860070.0,Anne McCaffrey,1977.0,Dragonsinger,"Dragonsinger (Harper Hall, #2)",eng,4.26,31874,34877,608,104,658,5518,12332,16265,https://images.gr-assets.com/books/1410942014m/28547.jpg,https://images.gr-assets.com/books/1410942014s/28547.jpg,28547.0
6631,8483233,8483233,13348402,31,61997161,9780061997170.0,Ree Drummond,2011.0,The Pioneer Woman: Black Heels to Tractor Wheels,The Pioneer Woman: Black Heels to Tractor Wheels,en-US,3.81,14976,16590,2677,528,1277,4126,5597,5062,https://images.gr-assets.com/books/1327898663m/8483233.jpg,https://images.gr-assets.com/books/1327898663s/8483233.jpg,8483233.0
5548,21719,21719,947888,73,60534044,9780060534040.0,Karin Slaughter,2002.0,Kisscut,"Kisscut (Grant County, #2)",eng,4.12,18833,22250,1011,165,616,4035,9035,8399,https://images.gr-assets.com/books/1348096108m/21719.jpg,https://images.gr-assets.com/books/1348096108s/21719.jpg,21719.0
36,3636,3636,2543234,192,385732554,9780385732550.0,Lois Lowry,1993.0,The Giver,"The Giver (The Giver, #1)",eng,4.12,1296825,1345445,54084,26497,59652,225326,448691,585279,https://images.gr-assets.com/books/1342493368m/3636.jpg,https://images.gr-assets.com/books/1342493368s/3636.jpg,3636.0
8363,13565676,13565676,19143595,13,,,Sarah J. Maas,2012.0,The Assassin and the Empire,"The Assassin and the Empire (Throne of Glass, #0.5)",eng,4.42,17277,17997,1221,140,341,1882,5040,10594,https://images.gr-assets.com/books/1341877441m/13565676.jpg,https://images.gr-assets.com/books/1341877441s/13565676.jpg,13565676.0
1514,17780,17780,1640941,86,141001828,9780141001820.0,Nathaniel Philbrick,1999.0,In the Heart of the Sea: The Tragedy of the Whaleship Essex,In the Heart of the Sea: The Tragedy of the Whaleship Essex,en-US,4.16,57259,61145,4593,743,1672,9369,24755,24606,https://images.gr-assets.com/books/1335902168m/17780.jpg,https://images.gr-assets.com/books/1335902168s/17780.jpg,17780.0
9318,359461,359461,349583,17,1414310579,9781414310570.0,Dee Henderson,2001.0,The Guardian,The Guardian (O'Malley #2),eng,4.4,11474,12163,348,34,165,1423,3762,6779,https://images.gr-assets.com/books/1406514522m/359461.jpg,https://images.gr-assets.com/books/1406514522s/359461.jpg,359461.0
40,19501,19501,3352398,185,143038419,9780143038410.0,Elizabeth Gilbert,2006.0,"Eat, pray, love: one woman's search for everything across Italy, India and Indonesia","Eat, Pray, Love",eng,3.51,1181647,1206597,49714,100373,149549,310212,332191,314272,https://images.gr-assets.com/books/1503066414m/19501.jpg,https://images.gr-assets.com/books/1503066414s/19501.jpg,19501.0
4820,25190,25190,1020573,48,452281458,9780452281460.0,"A.N. Roquelaure, Anne Rice",1985.0,"Beauty's Release (Sleeping Beauty, #3)","Beauty's Release (Sleeping Beauty, #3)",eng,3.71,22424,24040,652,1218,2541,6190,6212,7879,https://images.gr-assets.com/books/1167595462m/25190.jpg,https://images.gr-assets.com/books/1167595462s/25190.jpg,25190.0
3466,25817531,25817531,41344566,49,62413864,9780062413860.0,Gilly Macmillan,2015.0,What She Knew (Burnt Paper Sky),What She Knew,,3.89,25865,39097,3520,455,1769,9383,17518,9972,https://images.gr-assets.com/books/1441801604m/25817531.jpg,https://images.gr-assets.com/books/1441801604s/25817531.jpg,25817531.0
1761,6346975,6346975,6533383,63,159420229X,9781594202290.0,Joshua Foer,2011.0,Moonwalking with Einstein: The Art and Science of Remembering Everything,Moonwalking with Einstein: The Art and Science of Remembering Everything,eng,3.85,48816,53638,4129,1176,3035,13125,21575,14727,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,6346975.0
2305,11797365,11797365,16750147,71,670023329,9780670023320.0,Blaine Harden,2012.0,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West ,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West,eng,3.99,37392,42712,4268,582,1468,9050,18139,13473,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,11797365.0
3724,6578507,6578507,6771932,50,143145444,9780143145450.0,"Sarah Blake, Orlagh Cassidy",2009.0,The Postmistress,The Postmistress,eng,3.3,30320,35271,5127,1474,5324,13532,11074,3867,https://images.gr-assets.com/books/1409169468m/6578507.jpg,https://images.gr-assets.com/books/1409169468s/6578507.jpg,6578507.0
8285,440960,440960,2189612,14,1401212409,9781401212410.0,"Grant Morrison, Andy Kubert, John Van Fleet, Jesse Delperdang",2005.0,Batman: Batman and Son,Batman and Son,eng,3.81,10188,10660,290,279,777,2804,3604,3196,https://images.gr-assets.com/books/1328217465m/440960.jpg,https://images.gr-assets.com/books/1328217465s/440960.jpg,440960.0
4994,11466,11466,1559134,37,802136680,9780802136690.0,Tobias Wolff,1989.0,This Boy's Life: A Memoir,This Boy's Life,eng,3.98,19981,21010,1201,257,953,4430,8727,6643,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,11466.0
8128,16948,16948,882029,21,044900483X,9780449004840.0,Mary Doria Russell,1998.0,Children of God,"Children of God (The Sparrow, #2)",eng,4.05,12938,14009,1298,113,557,2685,5856,4798,https://images.gr-assets.com/books/1373509005m/16948.jpg,https://images.gr-assets.com/books/1373509005s/16948.jpg,16948.0
3033,586472,586472,907221,44,553381350,9780553381350.0,Tom Wolfe,1979.0,The Right Stuff,The Right Stuff,eng,4.23,30701,32960,935,330,780,4710,12237,14903,https://images.gr-assets.com/books/1393654700m/586472.jpg,https://images.gr-assets.com/books/1393654700s/586472.jpg,586472.0
7939,19090384,19090384,21910727,13,1625173431,9781625173430.0,Ilona Andrews,2012.0,Clean Sweep,"Clean Sweep (Innkeeper Chronicles, #1)",eng,4.2,16071,21035,1899,211,469,3126,8361,8868,https://images.gr-assets.com/books/1385939257m/19090384.jpg,https://images.gr-assets.com/books/1385939257s/19090384.jpg,19090384.0
3040,13146214,13146214,18323697,32,,,Abbi Glines,2012.0,Because of Low,"Because of Low (Sea Breeze, #2)",eng,4.14,48344,50782,2196,428,1672,8782,19344,20556,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,13146214.0
9656,1422252,1422252,3678073,20,61229776,9780061229770.0,Lynsay Sands,2008.0,"Vampire, Interrupted","Vampire, Interrupted (Argeneau #9)",eng,4.32,15899,16784,441,75,339,2384,5254,8732,https://images.gr-assets.com/books/1410758592m/1422252.jpg,https://images.gr-assets.com/books/1410758592s/1422252.jpg,1422252.0
2546,6614,6614,2713437,71,786887079,9780786887070.0,Candace Bushnell,2005.0,Lipstick Jungle,Lipstick Jungle,eng,3.39,35792,37339,945,2213,5372,12502,10083,7169,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,6614.0
2593,3054684,3054684,3085581,46,61284408,9780061284400.0,Claudia Gray,2009.0,Stargazer,"Stargazer (Evernight, #2)",eng,3.8,49050,51143,1382,1581,4238,13442,15417,16465,https://images.gr-assets.com/books/1306376986m/3054684.jpg,https://images.gr-assets.com/books/1306376986s/3054684.jpg,3054684.0
1189,43877,43877,43268,138,62515675,9780062515670.0,Robin S. Sharma,1996.0,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams & Reaching Your Destiny,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams  Reaching Your Destiny,eng,3.77,52031,65477,3517,2900,5582,14980,22014,20001,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,43877.0
7967,1173576,1173576,1161341,37,61438294,9780061438300.0,"Joe Navarro, Marvin Karlins",2008.0,What Every Body is Saying: An FBI Agent's Guide to Speed-Reading People,What Every Body is Saying: An Ex-FBI Agent's Guide to Speed-Reading People,eng,3.9,10204,11626,732,159,636,2867,4525,3439,https://images.gr-assets.com/books/1355055362m/1173576.jpg,https://images.gr-assets.com/books/1355055362s/1173576.jpg,1173576.0
6078,81903,81903,1726,178,425173747,9780425173750.0,Agatha Christie,1975.0,Curtain: Poirot’s Last Case,"Curtain (Hercule Poirot, #39)",eng,4.05,18358,22020,1080,194,930,4684,7924,8288,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,81903.0
108,9416,9416,3237433,144,440241413,9780440241420.0,Sophie Kinsella,2000.0,Confessions of a Shopaholic,"Confessions of a Shopaholic (Shopaholic, #1)",eng,3.61,543658,558004,11170,30705,56949,156636,166927,146787,https://images.gr-assets.com/books/1327872404m/9416.jpg,https://images.gr-assets.com/books/1327872404s/9416.jpg,9416.0
1316,2731276,2731276,2168242,70,61374229,9780061374230.0,David Wroblewski,2008.0,The Story of Edgar Sawtelle,The Story of Edgar Sawtelle,eng,3.6,70382,79454,12981,4187,9296,19768,27012,19191,https://images.gr-assets.com/books/1310466361m/2731276.jpg,https://images.gr-assets.com/books/1310466361s/2731276.jpg,2731276.0
8188,52783,52783,2222957,80,140189424,9780140189420.0,"Saul Bellow, Luciano Bianciardi",1959.0,Henderson the Rain King,Henderson the Rain King,eng,3.79,11226,11928,674,365,977,2946,4107,3533,https://images.gr-assets.com/books/1297116277m/52783.jpg,https://images.gr-assets.com/books/1297116277s/52783.jpg,52783.0
2754,32504,32504,1473598,105,446690449,9780446690450.0,Michael Connelly,1998.0,Blood Work,"Blood Work (Harry Bosch Universe, #8; Terry McCaleb #1)",eng,4.11,34296,37494,999,216,892,6907,16077,13402,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,32504.0
9754,376561,376561,4479600,81,679725318,9780679725310.0,Vladimir Nabokov,1936.0,Приглашение на казнь,Invitation to a Beheading,eng,3.94,8812,10060,612,145,553,2300,3844,3218,https://images.gr-assets.com/books/1405182507m/376561.jpg,https://images.gr-assets.com/books/1405182507s/376561.jpg,376561.0
6232,8686068,8686068,13558363,64,312375069,9780312375060.0,"Keigo Higashino, Alexander O. Smith",2005.0,容疑者Xの献身 [Yōgisha X no kenshin],The Devotion of Suspect X,,4.05,12336,16654,2562,140,633,3108,7197,5576,https://images.gr-assets.com/books/1312051518m/8686068.jpg,https://images.gr-assets.com/books/1312051518s/8686068.jpg,8686068.0
2877,99110,99110,17121965,45,525467262,9780525467270.0,"A.A. Milne, Ernest H. Shepard",1961.0,,"The Complete Tales and Poems of Winnie-the-Pooh (Winnie-the-Pooh, #1-4)",en-US,4.49,37312,38520,249,300,648,3918,8660,24994,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,99110.0
5324,112752,112752,1281288,35,440237564,9780440237560.0,Karen Marie Moning,2004.0,The Immortal Highlander ,"The Immortal Highlander (Highlander, #6)",eng,4.34,27065,28854,1076,148,572,3712,9355,15067,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,112752.0
800,821611,821611,1602613,298,553213873,9780553213870.0,Helen Keller,1902.0,The Story of My Life,The Story of My Life,eng,4.07,107313,110056,1683,2514,4654,20960,36225,45703,https://images.gr-assets.com/books/1320429331m/821611.jpg,https://images.gr-assets.com/books/1320429331s/821611.jpg,821611.0
3571,435045,435045,423977,32,1416547037,9781416547040.0,Kresley Cole,2007.0,Wicked Deeds on a Winter's Night (Immortals After Dark #4),Wicked Deeds on a Winter's Night (Immortals After Dark #4),en-CA,4.37,40001,42628,1347,253,780,4949,13535,23111,https://images.gr-assets.com/books/1357614752m/435045.jpg,https://images.gr-assets.com/books/1357614752s/435045.jpg,435045.0
2895,17331349,17331349,24034629,48,62218360,9780062218360.0,"Steven D. Levitt, Stephen J. Dubner",2014.0,,Think Like a Freak,eng,3.82,25990,32724,2675,526,1711,9028,13187,8272,https://images.gr-assets.com/books/1395610974m/17331349.jpg,https://images.gr-assets.com/books/1395610974s/17331349.jpg,17331349.0
2928,46191,9201647,2572759,50,1580627560,9781580627570.0,Sherry Argov,2009.0,Why Men Love Bitches: From Doormat to Dreamgirl - A Woman's Guide to Holding Her Own In A Relationship,Why Men Love Bitches: From Doormat to Dreamgirl—A Woman's Guide to Holding Her Own in a Relationship,,3.89,26662,28618,1467,1258,2194,6076,7993,11097,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,46191.0
8179,4076,4076,7786,38,1861977166,9781861977170.0,"Tom Peters, Robert H. Waterman Jr.",1982.0,In Search of Excellence,In Search of Excellence: Lessons from America's Best-Run Companies,,3.91,9469,10121,151,267,636,2254,3544,3420,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,4076.0
